Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,MeridianLink Consumer Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer, Product Description ,Additional Accounting Items to Add," Logic
[e.g., 1 AND (2 OR 3)] "," Constraint #1
Dependent or Exclusion "," Constraint #1
Description (Please Explain) "," Constraint #2
Dependent or Exclusion "," Constraint #2
Description (Please Explain) "," Constraint #3
Dependent or Exclusion "," Constraint #3
Description (Please Explain) "," Constraint #4
Dependent or Exclusion "," Constraint #4
Description (Please Explain) ",Other Monthly Fee,Capability Line Level,Add On Type,Tier Name,Tier Level,Tier Minimum,Tier Maximum,Product Category
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 6: + 10 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,11580.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 6: + 10 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 7: + 9 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,10896.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 7: + 9 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 8: + 8 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,10212.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 8: + 8 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 9: + 7 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,9528.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 9: + 7 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 1: 15 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,12276.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 1: 15 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 10: + 6 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,6120.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 10: + 6 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 11:+ 5 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,5436.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 11:+ 5 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 12: + 4 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,4752.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 12: + 4 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 13: + 3 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,4068.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 13: + 3 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 14: + 2 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,3384.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 14: + 2 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 15: + 1 year,Monthly,TazWorks Insights,N,0.0,TAZ-0032,2700.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 15: + 1 year,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 2: + 14 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,11592.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 2: + 14 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 3: + 13 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,10908.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 3: + 13 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 4: + 12 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,10224.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 4: + 12 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 5: + 11 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,9540.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 5: + 11 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 6: + 10 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,8856.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 6: + 10 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 7: + 9 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,8172.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 7: + 9 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 8: + 8 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,7488.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 8: + 8 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Medium Tier 9: + 7 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,6804.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Medium Tier 9: + 7 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 1: + 15 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,11616.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 1: + 15 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 10: + 6 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,5460.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 10: + 6 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 11: + 5 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,4776.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 11: + 5 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 12: + 4 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,4092.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 12: + 4 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 13: + 3 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,3408.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 13: + 3 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 14: + 2 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,2724.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 14: + 2 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 15: + 1 year,Monthly,TazWorks Insights,N,0.0,TAZ-0032,2040.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 15: + 1 year,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 2: + 14 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,10932.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 2: + 14 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 3: + 13 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,10248.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 3: + 13 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 4: + 12 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,9564.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 4: + 12 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 5: + 11 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,8880.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 5: + 11 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 6: + 10 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,8196.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 6: + 10 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 7: + 9 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,7512.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 7: + 9 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Small Tier 8: + 8 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,6828.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Small Tier 8: + 8 years,,,,Add Ons
